row_number,search_record,match_number,audit_status,match_level,match_code,match_key,match_score,name_score,entity_id,entity_name,data_sources,matched_values
31,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1045', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Smith', 'PRIMARY_NAME_FIRST': 'Pat', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '10251111', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '3212 W. 32nd St Palm Harbor, FL 60527', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/2/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '400', 'ROW_ID': 31}",4,n/a,3,POSSIBLY_RELATED,SURNAME+ADDRESS,200.0,50,28,John Smith,CUSTOMERS: 1040,"NAME(Pat Smith | John Smith | GNR_FN=50 | GNR_SN=100 | GNR_GN=0) | ADDRESS(3212 W. 32nd St Palm Harbor, FL 60527 | 3212 W. 32nd St Palm Harbor, FL 60527 | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
31,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1045', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Smith', 'PRIMARY_NAME_FIRST': 'Pat', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '10251111', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '3212 W. 32nd St Palm Harbor, FL 60527', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/2/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '400', 'ROW_ID': 31}",5,n/a,3,POSSIBLY_RELATED,SURNAME+ADDRESS,200.0,50,100012,John Smith,WATCHLIST: (2),"NAME(Pat Smith | John Smith | GNR_FN=50 | GNR_SN=100 | GNR_GN=0) | ADDRESS(3212 W. 32nd St Palm Harbor, FL 60527 | 3212 W. 32nd St Palm Harbor, FL 60527 | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
31,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1045', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Smith', 'PRIMARY_NAME_FIRST': 'Pat', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '10251111', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '3212 W. 32nd St Palm Harbor, FL 60527', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/2/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '400', 'ROW_ID': 31}",6,n/a,2,POSSIBLY_SAME,NAME,106.0,98,100002,Patricia Smith,WATCHLIST: 1007,"NAME(Pat Smith | Patricia Smith | GNR_FN=98 | GNR_SN=100 | GNR_GN=95) | ADDRESS(3212 W. 32nd St Palm Harbor, FL 60527 | 1515 Adela Ln, LV, NV 89132 | FULL_SCORE=6) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
48,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1062', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Andreason', 'PRIMARY_NAME_FIRST': '', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '', 'PASSPORT_NUMBER': '', 'PASSPORT_COUNTRY': '', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': '', 'ADDR_FULL': '', 'ADDR_LINE1': '', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '807-422-9031', 'EMAIL_ADDRESS': '', 'DATE': '1/19/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '300', 'ROW_ID': 48}",1,n/a,1,RESOLVED,NAME+PHONE,200.0,100,47,Andreason,CUSTOMERS: (2),NAME(Andreason | Andreason | GNR_FN=100 | GNR_SN=100 | GNR_GN=70) | PHONE(807-422-9031 | 807-422-9031 | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)
29,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1043', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Smith', 'PRIMARY_NAME_FIRST': 'Patrick', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '10/10/70', 'PASSPORT_NUMBER': '10251111', 'PASSPORT_COUNTRY': 'US', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '3212 W. 32nd St Palm Harbor, FL 60527', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/30/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '200', 'ROW_ID': 29}",1,n/a,1,RESOLVED,NAME+DOB+ADDRESS+PASSPORT,400.0,100,29,Patrick Smith,CUSTOMERS: (2),"NAME(Patrick Smith | Patrick Smith | GNR_FN=100 | GNR_SN=100 | GNR_GN=100) | DOB(10/10/70 | 10/10/70 | FULL_SCORE=100) | ADDRESS(3212 W. 32nd St Palm Harbor, FL 60527 | 3212 W. 32nd St Palm Harbor, FL 60527 | FULL_SCORE=100) | PASSPORT(10251111 US | 10251111 US | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
29,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1043', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Smith', 'PRIMARY_NAME_FIRST': 'Patrick', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '10/10/70', 'PASSPORT_NUMBER': '10251111', 'PASSPORT_COUNTRY': 'US', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '3212 W. 32nd St Palm Harbor, FL 60527', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/30/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '200', 'ROW_ID': 29}",2,n/a,2,POSSIBLY_SAME,NAME+ADDRESS-DOB-PASSPORT,326.0,98,30,Patricia Smith,CUSTOMERS: (2),"NAME(Patrick Smith | Pat Smith | GNR_FN=98 | GNR_SN=100 | GNR_GN=95) | DOB(10/10/70 | 3/15/90 | FULL_SCORE=66) | ADDRESS(3212 W. 32nd St Palm Harbor, FL 60527 | 3212 W. 32nd St Palm Harbor, FL 60527 | FULL_SCORE=100) | PASSPORT(10251111 US | 10252222 US | FULL_SCORE=60) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
29,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1043', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Smith', 'PRIMARY_NAME_FIRST': 'Patrick', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '10/10/70', 'PASSPORT_NUMBER': '10251111', 'PASSPORT_COUNTRY': 'US', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '3212 W. 32nd St Palm Harbor, FL 60527', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/30/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '200', 'ROW_ID': 29}",3,n/a,3,POSSIBLY_RELATED,SURNAME+DOB+ADDRESS,300.0,49,27,John Smith,CUSTOMERS: 1039,"NAME(Patrick Smith | John Smith | GNR_FN=49 | GNR_SN=100 | GNR_GN=0) | DOB(10/10/70 | 10/10/70 | FULL_SCORE=100) | ADDRESS(3212 W. 32nd St Palm Harbor, FL 60527 | 3212 W. 32nd St Palm Harbor, FL 60527 | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
29,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1043', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Smith', 'PRIMARY_NAME_FIRST': 'Patrick', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '10/10/70', 'PASSPORT_NUMBER': '10251111', 'PASSPORT_COUNTRY': 'US', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '3212 W. 32nd St Palm Harbor, FL 60527', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/30/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '200', 'ROW_ID': 29}",4,n/a,3,POSSIBLY_RELATED,SURNAME+ADDRESS-DOB,266.0,49,28,John Smith,CUSTOMERS: 1040,"NAME(Patrick Smith | John Smith | GNR_FN=49 | GNR_SN=100 | GNR_GN=0) | DOB(10/10/70 | 3/15/90 | FULL_SCORE=66) | ADDRESS(3212 W. 32nd St Palm Harbor, FL 60527 | 3212 W. 32nd St Palm Harbor, FL 60527 | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
29,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1043', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Smith', 'PRIMARY_NAME_FIRST': 'Patrick', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '10/10/70', 'PASSPORT_NUMBER': '10251111', 'PASSPORT_COUNTRY': 'US', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '3212 W. 32nd St Palm Harbor, FL 60527', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/30/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '200', 'ROW_ID': 29}",5,n/a,3,POSSIBLY_RELATED,SURNAME+ADDRESS,200.0,49,100012,John Smith,WATCHLIST: (2),"NAME(Patrick Smith | John Smith | GNR_FN=49 | GNR_SN=100 | GNR_GN=0) | ADDRESS(3212 W. 32nd St Palm Harbor, FL 60527 | 3212 W. 32nd St Palm Harbor, FL 60527 | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
29,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1043', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Smith', 'PRIMARY_NAME_FIRST': 'Patrick', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '10/10/70', 'PASSPORT_NUMBER': '10251111', 'PASSPORT_COUNTRY': 'US', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '3212 W. 32nd St Palm Harbor, FL 60527', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/30/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '200', 'ROW_ID': 29}",6,n/a,2,POSSIBLY_SAME,NAME,106.0,90,100002,Patricia Smith,WATCHLIST: 1007,"NAME(Patrick Smith | Patricia Smith | GNR_FN=90 | GNR_SN=100 | GNR_GN=81) | ADDRESS(3212 W. 32nd St Palm Harbor, FL 60527 | 1515 Adela Ln, LV, NV 89132 | FULL_SCORE=6) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
30,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1044', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Smith', 'PRIMARY_NAME_FIRST': 'Patricia', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '3/15/90', 'PASSPORT_NUMBER': '10252222', 'PASSPORT_COUNTRY': 'US', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '3212 W. 32nd St Palm Harbor, FL 60527', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/31/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '300', 'ROW_ID': 30}",1,n/a,1,RESOLVED,NAME+DOB+ADDRESS+PASSPORT,400.0,100,30,Patricia Smith,CUSTOMERS: (2),"NAME(Patricia Smith | Patricia Smith | GNR_FN=100 | GNR_SN=100 | GNR_GN=100) | DOB(3/15/90 | 3/15/90 | FULL_SCORE=100) | ADDRESS(3212 W. 32nd St Palm Harbor, FL 60527 | 3212 W. 32nd St Palm Harbor, FL 60527 | FULL_SCORE=100) | PASSPORT(10252222 US | 10252222 US | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
30,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1044', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Smith', 'PRIMARY_NAME_FIRST': 'Patricia', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '3/15/90', 'PASSPORT_NUMBER': '10252222', 'PASSPORT_COUNTRY': 'US', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '3212 W. 32nd St Palm Harbor, FL 60527', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/31/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '300', 'ROW_ID': 30}",2,n/a,2,POSSIBLY_SAME,NAME+ADDRESS-DOB-PASSPORT,326.0,98,29,Patrick Smith,CUSTOMERS: (2),"NAME(Patricia Smith | Pat Smith | GNR_FN=98 | GNR_SN=100 | GNR_GN=95) | DOB(3/15/90 | 10/10/70 | FULL_SCORE=66) | ADDRESS(3212 W. 32nd St Palm Harbor, FL 60527 | 3212 W. 32nd St Palm Harbor, FL 60527 | FULL_SCORE=100) | PASSPORT(10252222 US | 10251111 US | FULL_SCORE=60) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
30,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1044', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Smith', 'PRIMARY_NAME_FIRST': 'Patricia', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '3/15/90', 'PASSPORT_NUMBER': '10252222', 'PASSPORT_COUNTRY': 'US', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '3212 W. 32nd St Palm Harbor, FL 60527', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/31/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '300', 'ROW_ID': 30}",3,n/a,3,POSSIBLY_RELATED,SURNAME+DOB+ADDRESS,300.0,49,28,John Smith,CUSTOMERS: 1040,"NAME(Patricia Smith | John Smith | GNR_FN=49 | GNR_SN=100 | GNR_GN=0) | DOB(3/15/90 | 3/15/90 | FULL_SCORE=100) | ADDRESS(3212 W. 32nd St Palm Harbor, FL 60527 | 3212 W. 32nd St Palm Harbor, FL 60527 | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
30,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1044', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Smith', 'PRIMARY_NAME_FIRST': 'Patricia', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '3/15/90', 'PASSPORT_NUMBER': '10252222', 'PASSPORT_COUNTRY': 'US', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '3212 W. 32nd St Palm Harbor, FL 60527', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/31/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '300', 'ROW_ID': 30}",4,n/a,3,POSSIBLY_RELATED,SURNAME+ADDRESS-DOB,266.0,49,27,John Smith,CUSTOMERS: 1039,"NAME(Patricia Smith | John Smith | GNR_FN=49 | GNR_SN=100 | GNR_GN=0) | DOB(3/15/90 | 10/10/70 | FULL_SCORE=66) | ADDRESS(3212 W. 32nd St Palm Harbor, FL 60527 | 3212 W. 32nd St Palm Harbor, FL 60527 | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
30,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1044', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Smith', 'PRIMARY_NAME_FIRST': 'Patricia', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '3/15/90', 'PASSPORT_NUMBER': '10252222', 'PASSPORT_COUNTRY': 'US', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '3212 W. 32nd St Palm Harbor, FL 60527', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/31/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '300', 'ROW_ID': 30}",5,n/a,3,POSSIBLY_RELATED,SURNAME+ADDRESS,200.0,49,100012,John Smith,WATCHLIST: (2),"NAME(Patricia Smith | John Smith | GNR_FN=49 | GNR_SN=100 | GNR_GN=0) | ADDRESS(3212 W. 32nd St Palm Harbor, FL 60527 | 3212 W. 32nd St Palm Harbor, FL 60527 | FULL_SCORE=100) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
30,"{'DATA_SOURCE': 'CUSTOMERS', 'RECORD_ID': '1044', 'RECORD_TYPE': 'PERSON', 'PRIMARY_NAME_ORG': '', 'SECONDARY_NAME_ORG': '', 'PRIMARY_NAME_FULL': '', 'NATIVE_NAME_FULL': '', 'PRIMARY_NAME_LAST': 'Smith', 'PRIMARY_NAME_FIRST': 'Patricia', 'PRIMARY_NAME_MIDDLE': '', 'GENDER': '', 'DATE_OF_BIRTH': '3/15/90', 'PASSPORT_NUMBER': '10252222', 'PASSPORT_COUNTRY': 'US', 'DRIVERS_LICENSE_NUMBER': '', 'DRIVERS_LICENSE_STATE': '', 'SSN_NUMBER': '', 'NATIONAL_ID_NUMBER': '', 'NATIONAL_ID_COUNTRY': '', 'ADDR_TYPE': 'HOME', 'ADDR_FULL': '', 'ADDR_LINE1': '3212 W. 32nd St Palm Harbor, FL 60527', 'ADDR_CITY': '', 'ADDR_STATE': '', 'ADDR_POSTAL_CODE': '', 'ADDR_COUNTRY': '', 'PHONE_TYPE': '', 'PHONE_NUMBER': '', 'EMAIL_ADDRESS': '', 'DATE': '1/31/18', 'STATUS': 'Active', 'CATEGORY': '', 'AMOUNT': '300', 'ROW_ID': 30}",6,n/a,2,POSSIBLY_SAME,NAME,106.0,100,100002,Patricia Smith,WATCHLIST: 1007,"NAME(Patricia Smith | Patricia Smith | GNR_FN=100 | GNR_SN=100 | GNR_GN=100) | ADDRESS(3212 W. 32nd St Palm Harbor, FL 60527 | 1515 Adela Ln, LV, NV 89132 | FULL_SCORE=6) | RECORD_TYPE(PERSON | PERSON | FULL_SCORE=100)"
